Country,Year,Carbon_Intensity_of_Electricity,CO2_Intensity,Coal_Production_Volume,Energy_Intensity,Share_of_Renewables_in_Electricity_Production,Gas_Flaring_Volume,Total_Methane_Emissions,Natural_Gas_Production_Volume,Oil_Production_Volume,CO2_emissions,Population_Size,Surface_Area,GDP,Fossil_Fuel_Consumption_per_Capita,Urban_Population,Electricity_Production,Unsafe_sanitation,Phosphorus_Surplus,Adjusted_emissions_growth_rate_for_nitrous_oxides,Adjusted_emissions_growth_rate_for_carbon_dioxide__country_specific_targets,GHG_growth_rate_adjusted_by_per_capita_emissions,Regional_Marine_Trophic_Index,Ozone_exposure,Adjusted_emissions_growth_rate_for_sulfur_dioxide,Fish_Stock_Status,Species_Protection_Index,Net_carbon_fluxes_due_to_land_cover_change,NO2_exposure,Anthropogenic_PM2_5_exposure,Red_List_Index,Adjusted_emissions_growth_rate_for_black_carbon,Bottom_Trawling_in_Global_Ocean,Bottom_Trawling_in_EEZ,Adjusted_emissions_growth_rate_for_carbon_dioxide,Relative_Crop_Yield,Adjusted_emissions_growth_rate_for_nitrous_oxide,Sustainable_Nitrogen_Management_Index,Lead_exposure,GHG_growth_rate_adjusted_by_emissions_intensity,Fish_Catch_Discarded,Unsafe_drinking_water,Household_solid_fuels,Adjusted_emissions_growth_rate_for_methane,Terrestrial_Biome_Protection,Adjusted_emissions_growth_rate_for_F-gases
Kazakhstan,2006,-0.70611607,0.696180178,-0.207422254,0.133380852,-0.078076253,0.000445003,-0.314066621,-0.456423507,-0.309602931,-0.234817838,-0.8027516,0,-0.597333554,-0.337299705,-0.786469045,-0.586379736,0.154637012,-0.223606798,0.484365197,-0.634377905,-0.868488844,-0.223606798,-1.492137265,1.135376038,-0.223606798,0.078981516,-1.371677834,-1.251888806,-0.717263213,0.136368854,0.492191361,0.223606798,0.223606798,0.852064341,0.090565746,1.099001486,-0.270245224,0.958812206,-1.043661679,0.223606798,0.150922794,0.263552418,0.787545667,0.097821372,1.13008722
Kazakhstan,2007,-0.787933166,0.245916576,-0.083691879,0.223743074,-0.161683589,0.080954412,-0.245198216,-0.17200077,-0.178837581,0.071761601,-0.663676442,0,-0.268719634,0.190795208,-0.646300475,-0.304695754,0.055419888,-0.223606798,0.878995519,-0.634377905,-0.868488844,-0.223606798,-1.106130318,1.042664944,-0.223606798,0.214188414,-1.440740137,-0.855411232,0.801540076,0.071891854,0.669523927,0.223606798,0.223606798,1.24577597,0.875677201,1.371218418,-0.128758098,0.860491291,-1.369129641,0.223606798,0.053503759,0.011224169,1.109359633,0.279922579,0.661859003
Kazakhstan,2008,0.363862985,-0.008372846,0.832782377,0.325372336,-0.802546414,0.398140115,0.301174663,0.107197939,0.039580532,1.093849478,-0.432489175,0,0.125295126,0.474483978,-0.422219397,-0.095180339,0.037991915,-0.223606798,1.190929305,-0.634377905,-0.95824796,-0.223606798,-1.465070072,0.886919785,-0.223606798,0.223793276,-1.300327001,-0.3633957,1.381452751,-0.042017511,1.203079104,0.223606798,0.223606798,1.446434555,-0.720948959,1.368858954,-0.287713352,0.48712017,-1.263462341,0.223606798,0.037404313,-0.247718478,1.297232184,0.284487346,0.72409123
Kazakhstan,2009,1.005885543,-0.188681965,0.110552132,-0.504227584,-1.056196131,0.677625319,0.28847921,0.20292013,0.397610265,0.428227663,-0.183029374,0,-0.124588395,-0.236070159,-0.180995746,-0.188708658,-0.209810941,-0.223606798,1.21348105,-0.634377905,-1.048007075,-0.223606798,-1.227691154,0.434275296,-0.223606798,0.395941949,-0.996869855,0.104217633,0.595940173,-0.125837611,1.352275061,0.223606798,0.223606798,1.059618201,0.455350908,0.958251222,0.134442078,0.067159185,-1.157795041,0.223606798,-0.20882196,-0.454083318,1.115737671,0.449020537,0.582540502
Kazakhstan,2010,0.493971729,-0.012472141,0.761758964,-0.530128147,-0.607684985,0.980191818,0.762383414,0.334862557,0.594866722,0.805069789,-0.002144089,0,0.32656071,0.068104372,-0.001783225,0.038187068,-0.377541699,-0.223606798,1.014368188,-0.634377905,-1.054511429,-0.223606798,-1.510463564,-0.303108268,-0.223606798,0.463914816,-0.397552976,0.427895063,0.739537638,-0.246194676,1.408138084,0.223606798,0.223606798,0.992930358,-1.755273099,0.584015297,0.133815616,-0.032881551,-1.106260688,0.223606798,-0.375965939,-0.565637317,1.054751796,0.450032331,0.60062883
Kazakhstan,2011,0.726359729,-0.753952236,1.121459089,-0.222616436,-0.887601771,1.050776512,0.672449123,0.487538564,0.61804289,1.173948897,0.183700636,0,0.940885837,0.791599765,0.182573712,0.261389583,-0.503498416,-0.223606798,0.87912609,-0.648944562,-0.657147862,-0.223606798,-0.156549417,-0.904419194,-0.223606798,0.486079881,-0.001030185,0.571188706,0.555607766,-0.345059409,1.257161111,0.223606798,0.223606798,0.585469289,2.492343276,0.103115578,1.24983217,-0.308120164,-0.582120987,0.223606798,-0.502452666,-0.644533976,0.821391624,0.473550925,0.412437695
Kazakhstan,2012,1.152070085,-0.862467402,1.421807297,-0.212735947,-1.199332734,1.04788441,0.860245053,0.524522867,0.566515751,1.154041351,0.369196304,0,1.152734917,1.050491627,0.367045699,0.614802523,-0.642396641,-0.223606798,0.653571949,-0.663511218,-0.458664357,-0.223606798,0.6987867,-1.381225794,-0.223606798,0.69369266,0.349033565,0.647045635,0.760360696,-0.422431808,1.078466362,0.223606798,0.223606798,0.289962292,-1.400466654,0.299143896,0.850432542,-0.527347353,-0.317081056,0.223606798,-0.641414644,-0.705551279,0.745769809,0.699871414,0.087611135
Kazakhstan,2013,1.237777429,-0.989881498,1.380867774,-0.553772589,-1.238371215,1.425994024,0.838980685,0.677115952,0.724381199,1.514957442,0.561462239,0,1.547356024,0.985195085,0.558135005,1.198837007,-0.724354598,-0.223606798,0.536225486,-0.437728038,-0.288522165,-0.223606798,0.463130411,-1.567056151,-0.223606798,0.69369266,0.642046155,0.661319014,1.266531171,-0.53419194,0.561608963,0.223606798,0.223606798,0.112933059,0.057822325,-0.107136129,1.098527428,-0.784170926,-0.074000002,0.223606798,-0.723358232,-0.759367705,0.534158049,0.699871414,-0.359652945
Kazakhstan,2014,1.141191409,-0.815533691,1.151572902,-0.505905203,-1.056358365,1.118679588,0.8716444,0.926209096,0.665164904,0.325644025,0.761051244,0,1.337629155,1.218195319,0.756152647,0.758186766,-0.783248648,-0.223606798,0.273863736,-0.343044768,-0.245644583,-0.223606798,-0.570337193,-1.621939521,-0.223606798,0.69369266,0.898108557,0.702639981,0.988112977,-0.680339805,0.212017521,0.223606798,0.223606798,0.036057713,0.041161506,-0.179592356,0.515123661,-0.973843473,0.006102213,0.223606798,-0.782461301,-0.797172701,0.364808407,0.699871414,-0.779359396
Kazakhstan,2015,0.592100219,-0.781047969,-0.502345598,-1.61026919,-0.325333756,0.867887103,0.129887556,0.323775515,0.580801895,-0.107642547,0.962051478,0,0.827361299,-0.099790321,0.956142588,0.557899547,-0.775560623,-0.223606798,0.066346918,-0.277494813,-0.130897901,-0.223606798,0.131844853,-1.44197983,-0.223606798,0.69369266,1.11799,0.782292504,0.490340371,-0.807144571,0.076610847,0.223606798,0.223606798,-0.013514564,0.43964873,-0.103593157,0.296563836,-1.088366395,0.135041431,0.223606798,-0.775766997,-0.819105497,-0.020980855,0.699871414,-1.187835335
Kazakhstan,2016,-0.23386682,-0.853938224,-0.133040539,-1.068857929,0.76654764,0.055813012,0.286037301,0.728866606,0.493031694,0.159824041,1.160467749,0,0.178157487,0.478701008,1.154234823,0.734314956,-0.811318206,-0.223606798,0.081541023,-0.299344798,-0.094603615,-0.223606798,1.019326316,-1.003908371,-0.223606798,0.69369266,1.289696775,0.964353477,-0.493522849,-0.953292436,-0.068431284,0.223606798,0.223606798,0.006319357,0.845753549,-0.019632306,-1.071505922,-1.166578278,0.172676087,0.223606798,-0.80999701,-0.83176672,-0.264688536,0.699871414,-1.296336013
Kazakhstan,2017,0.391374321,-0.754007632,0.511857071,-0.875580447,0.128761222,0.052582808,1.161497894,1.31188556,0.995916025,0.45094596,1.352939011,0,0.585070884,0.89929538,1.347104256,1.21628495,-0.845621564,-0.223606798,0.052651899,-0.408594724,-0.211904148,-0.223606798,1.700349715,-0.531417713,-0.223606798,0.69369266,1.383780816,1.2099458,0.312461996,-1.054306402,-0.270098866,0.223606798,0.223606798,0.088329388,0.977389547,0.353006377,-1.442649804,-1.294033929,0.068797662,0.223606798,-0.843290747,-0.842293577,-0.321071177,0.699891576,-1.550350454
Kazakhstan,2018,0.824759641,-0.721702006,0.715697231,-0.926505386,-0.390584453,-0.066353026,1.17552219,1.611501674,1.252498959,0.49825627,1.541426137,0,0.757796857,1.070147921,1.541378321,1.471812959,-0.858106254,-0.223606798,0.158901984,-0.488711337,-0.282549908,-0.223606798,0.373785441,0.011985869,-0.223606798,0.760926691,1.253070896,1.376742678,-0.26344834,-1.144574201,-0.533998243,0.223606798,0.223606798,0.152013579,0.909944897,0.418009118,-2.032333939,-1.341867789,0.016354603,0.223606798,-0.854913218,-0.849209734,-0.279755823,0.732451792,-1.605016927
Kazakhstan,2019,0.750416572,-1.570302542,0.349775867,-1.105198628,-0.276926133,-0.849702078,1.052186463,1.003501247,1.264573323,0.393096319,1.728764221,0,0.789864301,1.083225955,1.739829616,1.510488106,-0.864298646,4.248529157,0.086719562,-0.168244886,0.000494764,4.248529157,0.291849725,0.275222102,4.248529157,0.760926691,1.038685025,1.464317573,0.76132519,-1.2541851,-1.088616642,-4.248529157,-4.248529157,-0.095421956,-0.105788786,0.453462647,-2.1427695,-1.401773173,0.363354096,-4.248529157,-0.860653115,-0.854459113,-0.327309241,0.732451792,-1.690888897
Luxembourg,2000,-1.043040976,0.235666206,0,-0.014018848,0.646606292,-1.376691644,2.547866351,0,0,-1.576097289,-1.303482759,0,-1.748400794,-0.331141985,-1.366295455,-1.599344673,1.083105414,1.600072108,-0.04046964,2.193349732,1.489537552,-0.974679434,-0.215756538,-2.232057167,0,-1.327727039,1.022996382,1.898760889,0.101334405,1.27301299,0.576036862,0,0,-2.137085675,-1.279984091,-0.839311588,1.67380657,1.688636929,1.643318629,0.974679434,0.413978484,2.060628384,0.309209044,0,3.16405847
Luxembourg,2001,0.188835671,0.449892085,0,0.318021531,-0.200476446,-1.055597383,1.919023184,0,0,-1.034782014,-1.215248489,0,-1.739112722,0.014920854,-1.252913221,-1.172480043,1.108448115,1.707167394,0.356034178,1.478992491,1.143192579,-0.974679434,-0.865830995,-1.924105999,0,-1.327727039,0.742259683,1.594873252,0.126482952,1.292688616,0.393644747,0,0,-1.4472586,-1.558806155,-1.596763455,2.170575369,1.550894043,1.299570737,0.974679434,0.488039402,1.752652895,0.079477955,0,1.322366383
Luxembourg,2002,0.791393234,0.740479815,0,0.713554098,-0.787689685,0.469600357,1.215095627,0,0,-0.358138215,-1.13672421,0,-1.605574081,0.536346541,-1.158335769,0.604813345,1.004778334,1.32294136,0.642515088,0.546233037,0.566440777,-0.974679434,2.238690963,-1.758736292,0,-1.317524032,0.547954731,1.29384374,0.318423695,1.292688616,0.465894171,0,0,-0.549473325,0.254507719,-0.606958597,1.082257828,1.452285977,0.730114751,0.974679434,0.67864237,1.477681819,-0.248673992,0,0.84676073
Luxembourg,2003,0.813900221,0.958277903,0,0.975396688,-0.801734276,0.549873922,0.403531086,0,0,0.047848314,-1.044605944,0,-1.250377946,0.786440747,-1.053035321,0.572269423,1.106115372,1.118589975,0.899902696,-0.259125127,-0.128701215,-0.974679434,2.03213514,-1.243971246,0,-1.315580602,-1.018914476,1.026206281,1.109541347,1.299247158,0.661774802,0,0,0.223748503,0.136923897,-0.037892545,0.695376037,1.322220017,-0.013311296,0.974679434,0.940265203,1.199728625,-0.815875486,0,0.844741189
Luxembourg,2004,0.72586224,1.592226574,0,1.724762836,-0.776062288,1.111788879,-0.208598573,0,0,1.420469267,-0.935431866,0,-0.931770767,1.585946112,-0.933912014,1.135377588,1.07950515,0.962063935,1.211287927,-0.955282183,-1.048389356,-0.974679434,1.954207537,-0.537033145,0,-0.900658311,-1.378872011,0.798539353,0.599249823,1.292688616,1.146878411,0,0,0.891527865,2.144498385,0.56146906,0.321064896,1.028674206,-0.92881838,0.974679434,1.016530575,0.855703529,-1.314987437,0,0.72516926
Luxembourg,2005,0.70398881,1.548565645,0,1.61831025,-0.749950885,1.031515314,-0.507104404,0,0,1.662127872,-0.816159398,0,-0.777859455,1.577651961,-0.806675291,1.088463494,1.080719932,0.938347791,1.343852862,-1.305635734,-1.456436901,-0.974679434,0.976292303,-0.074426651,0,-0.845756415,-1.405816305,0.610017879,0.359279026,1.128725067,1.342724886,0,0,1.230203389,0.298842421,0.98408432,-0.014680441,0.7433132,-1.378105293,0.974679434,1.149364236,0.571251484,-1.580456904,0,0.437275577
Luxembourg,2006,0.706487874,1.130167764,0,1.106607692,-0.717098515,1.352609575,-0.53049627,0,0,1.478467738,-0.689861961,0,-0.468679572,1.30250939,-0.673523523,1.246962424,1.009711526,0.577123252,1.313211853,-1.305635734,-1.54900611,-0.974679434,-0.121964569,0.842114086,0,-0.837496838,-1.15395001,0.464729783,0.661974642,0.774563803,1.287163716,0,0,1.482976586,-0.045685857,1.282920941,-0.650020653,0.567785229,-1.691430638,0.974679434,1.250533019,0.331972042,-1.674268699,0,0.163521405
Luxembourg,2007,0.642983789,0.311117051,0,0.321227911,-0.672039375,0.951241748,0.016613157,0,0,0.888820152,-0.565641619,0,0.043519981,0.887225653,-0.541937502,0.956102984,0.859669913,0.553386689,1.139981516,-1.28743555,-1.641575319,-0.974679434,-0.434036551,1.225487843,0,-0.831180691,-0.721004932,0.33922299,0.389411636,0.499105041,1.186845563,0,0,1.476521376,-0.6375407,1.443344406,-0.340508034,0.245784088,-1.652665936,0.974679434,1.249857902,0.095621665,-1.412322601,0,-0.055441804
Luxembourg,2008,0.612929826,0.340721438,0,0.389476033,-0.583287292,0.710421053,-0.04076312,0,0,0.801823828,-0.419451365,0,0.471877651,0.702396865,-0.392036984,0.467080159,0.499121845,0.018584069,0.847026199,-1.269235365,-1.283353399,-0.974679434,-1.29124465,0.690105862,0,-0.831180691,-0.540456675,0.218567104,0.880101791,0.171177945,1.002623952,0,0,1.195810027,0.739567646,1.582631039,-0.952328723,0.022551838,-1.288252261,0.974679434,0.860829225,-0.116511334,-1.028878874,0,-0.266818685
Luxembourg,2009,0.658121993,0.333514364,0,0.419110967,-0.65461068,0.790694618,-0.001832622,0,0,0.241175014,-0.265222928,0,0.213513553,0.282891774,-0.235462272,0.891670587,0.214813961,-0.504937302,0.519081191,-0.896131583,-0.795264244,-0.974679434,-0.491039449,0.333624095,0,0.781866156,-1.037984307,0.102545358,1.22500872,-0.130514985,0.70567616,0,0,0.83729452,1.505964462,1.723882559,-1.419121421,-0.175490176,-0.823556918,0.974679434,0.55554785,-0.292465676,-0.217723789,0,-0.474095035
Luxembourg,2010,0.670317032,0.383303937,0,0.474190227,-0.664468375,1.192062444,1.211624455,0,0,0.811489466,-0.110369673,0,0.316617235,0.510896242,-0.077986069,0.965761885,-0.028782436,-0.976667026,0.22391064,-0.632228908,-0.527656141,-0.974679434,-0.052266517,0.183322784,0,0.781866156,-0.909427651,-0.035336033,1.158832437,-0.524027501,0.137827378,0,0,0.58191985,-0.133717334,0.932519136,-1.510877011,-0.374996151,-0.486580007,0.974679434,0.31024411,-0.426206582,0.811148915,0,-0.612047163
Luxembourg,2011,0.722976166,0.200434415,0,0.137974899,-0.633102983,0.389326792,-0.208153487,0,0,0.685826886,0.08204014,0,0.640225241,0.194563367,0.11101068,0.497836498,-0.430176046,-1.094308493,-0.055302057,-0.37287628,-0.188531161,-0.974679434,-0.145142862,0.173914696,0,0.781866156,-0.661707965,-0.23146425,0.841179362,-0.740459385,-0.412763711,0,0,0.334321966,-1.008836571,0.047114256,-1.104849152,-0.517268988,-0.144253611,0.974679434,-0.212730338,-0.523532738,1.189384108,0,-0.599319365
Luxembourg,2012,0.524509971,-0.013236289,0,-0.091060045,-0.544461568,0.549873922,-1.065794763,0,0,0.482833619,0.294798717,0,0.526897837,-0.092013164,0.316961782,0.587083512,-0.67167587,-1.349754742,-0.433590428,-0.140823927,0.10366365,-0.974679434,-0.362051328,0.242202025,0,0.781866156,-0.260669257,-0.488650232,-0.230623027,-0.838837514,-1.011202408,0,0,0.111695888,-0.215560805,-0.331781202,-1.011603641,-0.634119483,0.132953526,0.974679434,-0.579238829,-0.614941367,1.251150338,0,-0.541291442
Luxembourg,2013,0.202410429,-0.452572986,0,-0.592670925,-0.199441884,-0.252861731,-0.695101329,0,0,-0.039148929,0.50443321,0,0.847235559,-0.551623267,0.520113517,-0.280716998,-0.753656159,-1.151082266,-0.826757706,0.309630638,0.43778912,-0.974679434,-0.579782371,0.384157493,0,0.781866156,0.223575534,-0.744904074,0.383620857,-0.812603346,-1.389088943,0,0,-0.323716428,0.549065495,-0.799913014,-0.566381522,-0.738398844,0.436949344,0.974679434,-0.633442007,-0.693444744,1.26556281,0,-0.522506496
Luxembourg,2014,0.200724697,-0.837330417,0,-0.930892295,-0.142422886,-0.493682426,-0.550933331,0,0,-0.52246614,0.723271087,0,1.059826385,-0.892308167,0.730983279,-0.235232969,-0.912881213,-0.871297107,-0.858338369,0.482532391,0.614778827,-0.974679434,-0.238008774,0.472955621,0,0.788668161,0.607157242,-0.955719439,-0.799277334,-0.799486262,-1.444949931,0,0,-0.491553832,0.736386628,-0.623035953,-0.075061349,-0.833088458,0.563485709,0.974679434,-0.860177011,-0.762494754,1.234106574,0,-0.496408705
Luxembourg,2015,-0.180582911,-1.168211234,0,-1.214584072,0.319095003,-0.895050253,-1.426550436,0,0,-1.02511556,0.947614106,0,0.544322893,-1.195912768,0.946407941,-0.875101888,-1.032925889,-0.858004632,-0.820784435,0.605383636,0.768483399,-0.974679434,-0.435695911,0.58935473,0,0.8042156,1.00933493,-1.088996222,-0.810306251,-0.773252094,-1.299168239,0,0,-0.60716609,0.588076624,-0.600907884,-0.262674108,-0.893016206,0.663290646,0.974679434,-1.011797061,-0.833186843,0.834215623,0,-0.574770418
Luxembourg,2016,-1.236844688,-1.495439454,0,-1.541758505,1.401282194,-1.216144514,-0.498327014,0,0,-1.295772939,1.157181051,0,0.670955372,-1.400389142,1.149274996,-1.425733724,-1.140940455,-0.651205574,-0.895535693,0.696384559,0.876633525,-0.974679434,-0.573007462,0.624820221,0,0.951916275,1.08257829,-1.141012393,-1.2212725,-0.832278972,-1.247490947,0,0,-0.696627624,-1.904877813,-0.606106521,0.096518244,-0.968215315,0.740584851,0.974679434,-1.147992182,-0.910778928,0.504343956,0,-0.685323739
Luxembourg,2017,-1.756432333,-1.471800867,0,-1.382962849,1.75066933,-1.216144514,-0.339094895,0,0,-1.150778144,1.399035829,0,0.877275051,-1.36051224,1.379360745,-1.271123778,-1.236779786,-0.414187064,-1.172004245,0.796485573,0.92197415,-0.974679434,-1.020385427,0.728731608,0,0.983497012,1.097948605,-1.170449062,-1.392633478,-0.937215643,-1.02684391,0,0,-0.793543026,-0.883566271,-0.707629267,0.321025998,-1.085346995,0.783232975,0.974679434,-1.294636556,-0.990926833,0.506902494,0,-0.764853128
Luxembourg,2018,-1.783870279,-1.386935844,0,-1.202727514,1.923179131,-1.296418079,-0.617588444,0,0,-0.841455425,1.595160769,0,1.189424815,-1.255078084,1.570429341,-1.189026894,-1.336146797,-0.415585734,-1.479771226,0.705484651,0.86660042,-0.974679434,-0.161853738,0.612673417,0,1.039370623,1.270716855,-1.205403937,-1.368198137,-1.173323152,-0.718189916,0,0,-0.705237198,0.345547423,-0.820676673,0.636604242,-1.119570179,0.727959847,0.974679434,-1.43971295,-1.055284014,0.259939017,0,-0.886957529
Luxembourg,2019,-2.164670765,-1.398840106,0,-1.227958081,2.086015187,-1.296418079,-0.623415172,0,0,-0.6771275,1.798665303,0,1.120083764,-1.302810688,1.767571138,-0.964660934,-1.502024912,-0.511246634,-1.914250352,0.609933682,0.829819848,-0.974679434,-0.213258801,0.66686602,0,1.057833207,1.484281337,-1.285370986,-2.332129968,-1.461898998,-0.357392641,0,0,-0.614358172,0.369194899,-0.986989019,0.91087687,-1.282634731,0.685513327,0.974679434,-1.734105441,-1.125466631,0.047746947,0,-1.024059506
Malaysia,2000,-2.312317583,0.519208822,-1.223549152,0.915051855,0.386974858,-1.098140669,-2.105766043,-1.765181224,0.540260967,-1.716128054,-1.706514895,0.623744668,-1.417520269,-1.940915259,-1.648674829,-1.330080071,1.554564098,2.506808727,0.157237997,3.876688563,-1.276037037,-0.938488318,-0.85065139,-1.056323316,-1.407766073,-1.539600871,0.028331515,-2.198485407,-1.009548872,1.611591427,0.732007011,1.567133982,1.248796713,1.629228543,-1.581533885,0.483729029,1.802206691,1.758323389,-1.378858747,2.573018165,0.666480145,2.297522235,1.27043625,-1.397131702,1.458813112
Malaysia,2001,-1.670400674,1.078174243,-1.05729799,1.021063842,-0.177458219,-1.114791316,-2.078118944,-1.833641392,0.046985977,-1.59010025,-1.512865201,0.623744668,-1.427874651,-1.912987894,-1.475783473,-1.310537604,1.32861295,1.443244555,-0.777196789,-0.682227262,-0.570625341,-0.818289566,-0.942208707,-1.286883194,-1.082913209,-1.519862926,-0.18142009,-1.77365077,-1.247228991,1.430713389,0.85202934,1.421865202,1.309079122,0.682508051,-1.444518798,0.266490145,1.532726781,1.370086948,-0.859147716,2.183444103,-0.260195106,1.730500825,1.125697517,-1.361646423,1.884363092
Malaysia,2002,-1.026561044,0.482382879,-1.255362648,0.917435806,-0.611202391,-1.081187408,-1.791603079,-1.67095809,0.880928799,-1.419097696,-1.318385303,0.623744668,-1.344877586,-1.644979317,-1.299896381,-1.207495826,1.20801448,0.47814098,-1.279117779,-0.120988382,0.265617809,-0.79089079,-1.079761757,-1.027316356,-1.133052798,-1.085628124,-0.371059394,-0.983497531,0.146494279,1.24345678,0.972349859,1.94513639,1.797142997,-0.34634407,-1.789367257,0.37532462,1.251019668,1.125557975,-0.158030749,1.582051454,-1.045871495,1.317561496,0.922221696,-1.046768349,1.984977364
Malaysia,2003,-0.572848459,1.479608476,-1.438033615,1.10264386,-0.768036576,-0.533965588,-0.943868528,-1.449006319,1.491750605,-1.218688761,-1.124865603,0.623744668,-1.248559616,-1.132504434,-1.122021951,-1.070716221,1.181673946,-0.47079912,-1.632190728,-0.212994755,-0.076579886,-0.951368476,0.220614427,-1.288464968,-1.265715464,-1.07740398,-0.569483791,-0.071554974,-0.709324833,1.075791495,0.935666428,1.729766017,1.683460826,-0.182228994,-0.765838053,0.632741231,0.59138355,1.319504485,-0.381477364,1.036283998,-1.741831408,1.043443809,0.87021059,-1.035365833,1.67220601
Malaysia,2004,0.085653235,1.832707482,-1.218237289,1.162789187,-0.826205831,-0.522284197,-0.232883596,-0.677317501,1.948098238,-0.878166605,-0.932360561,0.623744668,-1.098801438,-0.646897388,-0.942268112,-0.984347573,0.973607583,-1.1796016,-1.68265976,-0.277399217,-0.349379773,-1.179001394,0.733116354,-1.399054349,-1.138977173,-1.076581566,-0.819961274,0.73383883,0.309329902,0.922250189,1.226314311,1.503471582,1.61332578,-0.055992384,-0.454605698,0.90130907,0.669038208,1.054323476,-0.526931896,0.064460461,-1.532593114,0.742800798,0.870365433,-1.034273938,1.085602861
Malaysia,2005,0.179266779,1.155517916,-0.808948556,1.384342181,-0.74887838,-0.513484853,0.290944545,0.108704876,0.847855399,-0.652058048,-0.741005358,0.623744668,-0.905413979,-0.102071797,-0.761095454,-0.974445915,0.858836481,-1.464037005,-1.317961542,-0.746631724,-0.926199759,-1.01621349,1.654186129,-1.274320718,-1.343969041,-1.014900486,-0.982105646,1.145508702,0.212264699,0.744105823,0.900265281,0.268274269,0.696343677,0.78812479,-0.079455632,1.04880179,0.700357095,0.723736073,-0.931069684,-0.789665498,-1.17768144,0.491089573,0.720525527,-0.94543817,0.354155644
Malaysia,2006,0.186436938,0.439049672,-0.692983342,0.806274153,-0.751579253,-0.384473818,0.415089927,0.084359041,-0.162856829,-0.48698614,-0.551080401,0.623744668,-0.708186566,-0.229065401,-0.578543066,-0.774521454,0.551493613,-0.948949586,-0.565389929,-0.746631724,-1.159391404,-0.690733992,0.940182018,-0.949226739,-0.887229281,-0.936771118,-1.035856674,1.208720811,1.784577725,0.597854312,0.875295184,-0.21968496,0.189402598,1.132673676,0.371021697,0.838802496,0.744519511,0.358320797,-1.063318246,-0.583740362,-1.138008651,0.263878104,0.809243223,-0.849695707,-0.292337837
Malaysia,2007,0.525700395,0.005219038,-0.514417608,0.736639442,-0.884361533,-0.500911544,0.378206154,0.101291612,0.428826538,-0.095558698,-0.362026171,0.623744668,-0.390510217,0.220431065,-0.394435928,-0.561522753,0.400565161,-0.30774154,0.615554158,-0.746631724,-1.639512472,-0.252643706,0.065792976,-0.243619225,-0.761247684,-0.235251638,-1.0431908,1.174061698,-0.681337229,0.425177293,1.585329044,-0.348084473,0.10698845,1.639365599,-0.080422934,0.8932299,0.686504485,0.124600677,-1.379039311,-0.651803675,-0.902009353,0.091480132,1.036395929,-0.3820333,-0.395457742
Malaysia,2008,0.129975641,0.399240244,-0.330718964,0.514010514,-0.506867333,-0.37123688,0.811208281,0.265237291,0.558555516,0.224947338,-0.176699595,0.623744668,-0.006906091,0.3191711,-0.210635657,-0.552128072,0.360665112,-0.817934386,1.219556523,-0.696028218,-1.741501426,0.399999498,-0.887339119,0.25967833,-0.094942555,-0.093796362,-1.088062398,1.0300641,-0.86864492,0.258423232,0.960277375,-0.662184749,-0.377702557,1.642053126,0.836675163,1.092327368,0.470232007,0.262233001,-1.40881949,-0.586976403,-0.489865542,-0.014580881,0.939905317,-0.187080307,-0.50290016
Malaysia,2009,0.678593697,0.406690363,0.57647864,0.23962572,-0.625827133,-0.377077575,0.447495236,-0.050864397,-0.354087473,-0.293496725,0.002537732,0.623744668,-0.30087356,-0.201502486,-0.029025453,-0.049820308,0.240798846,-0.622379117,0.984171377,-0.645424713,-0.688149237,1.098803723,-1.577077032,0.406598839,0.330636479,-0.074058416,-0.942851721,0.84453382,0.573670085,0.10169264,-0.259934351,-0.612891086,-0.378730403,0.617499044,-0.008494611,0.702087397,-0.002149926,0.297413721,-0.64155358,-0.518660761,-0.11851223,-0.118772264,0.531687444,-0.15266422,-0.613223009
Malaysia,2010,1.467799797,-0.08503552,0.842275017,-0.242531991,-0.910929139,-0.965867612,-0.159689144,-0.163564532,0.294427387,0.158473788,0.164794603,0.623744668,0.242289375,-0.021752134,0.143400353,0.195005487,-0.116250548,-0.218481981,1.068460696,-0.387806866,-0.151728264,1.467955852,-1.08821565,0.840585211,0.834161653,0.116741724,-0.741810375,0.6935633,-1.13815779,-0.068706318,-0.869660626,-0.635842264,-0.745288663,0.146577668,-0.864199826,0.556970309,-0.099920466,0.137621887,-0.135424595,-0.553356424,-0.170570704,-0.252339958,0.055007578,-0.032148509,-0.638245035
Malaysia,2011,1.35157224,-0.486209015,1.374894698,-0.62953718,-0.509346611,-0.329964452,-0.201926752,0.030826701,-1.445597954,0.220746456,0.315989102,0.623744668,0.684285499,-0.067717089,0.299210466,0.321419441,-0.217043453,-0.517430363,0.965694626,-0.111787744,0.508616659,1.657484017,-0.365991704,1.044518848,0.796535237,0.411166078,-0.430882648,0.603137236,0.10288921,-0.218147115,-1.090445604,-0.687580486,-0.779538413,-0.373476161,0.257982098,0.164695262,-0.312141102,-0.211123811,0.435906405,-0.431995573,0.223725803,-0.404939407,-0.555882873,0.0569201,-0.646509064
