This file was created by CMPT_ME_BEME_OP_INV_RETS using the 202403 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and BEME.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. 
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
195007,   0.5557,   0.9096,   1.2154,   1.5743,   4.4121,   0.5487,   0.8912,   1.1740,   1.6262,   3.3492,   0.5182,   0.8786,   1.2031,   1.6333,   3.8314,   0.5703,   0.8699,   1.1980,   1.6229,   4.4759,   0.4717,   0.8993,   1.1757,   1.5750,   2.8696
195008,   0.5512,   0.9100,   1.2162,   1.5760,   4.6700,   0.5483,   0.8903,   1.1759,   1.6247,   3.4296,   0.5213,   0.8768,   1.2038,   1.6319,   3.9018,   0.5714,   0.8698,   1.2013,   1.6278,   4.5175,   0.4733,   0.9005,   1.1753,   1.5760,   2.9044
195009,   0.5539,   0.9095,   1.2182,   1.5759,   4.5778,   0.5511,   0.8902,   1.1743,   1.6256,   3.3701,   0.5223,   0.8785,   1.2038,   1.6315,   3.8251,   0.5724,   0.8705,   1.1993,   1.6230,   4.4726,   0.4722,   0.9000,   1.1755,   1.5747,   2.8751
195010,   0.5518,   0.9102,   1.2175,   1.5763,   4.6079,   0.5516,   0.8897,   1.1749,   1.6263,   3.3913,   0.5209,   0.8776,   1.2042,   1.6329,   3.9146,   0.5717,   0.8714,   1.2001,   1.6214,   4.4817,   0.4732,   0.8980,   1.1759,   1.5751,   2.9153
195011,   0.5546,   0.9089,   1.2189,   1.5766,   4.6781,   0.5513,   0.8910,   1.1743,   1.6245,   3.3794,   0.5224,   0.8800,   1.2041,   1.6329,   3.9616,   0.5734,   0.8718,   1.1996,   1.6211,   4.5282,   0.4741,   0.8983,   1.1750,   1.5753,   2.8768
195012,   0.5560,   0.9059,   1.2179,   1.5758,   4.7511,   0.5525,   0.8914,   1.1747,   1.6308,   3.4173,   0.5217,   0.8806,   1.2043,   1.6340,   4.0513,   0.5742,   0.8717,   1.2001,   1.6209,   4.5306,   0.4720,   0.8992,   1.1744,   1.5745,   2.8918
195101,   0.5457,   0.9046,   1.2178,   1.5761,   5.2422,   0.5507,   0.8922,   1.1770,   1.6308,   3.4962,   0.5188,   0.8802,   1.2033,   1.6312,   4.2136,   0.5723,   0.8728,   1.2024,   1.6199,   4.5513,   0.4712,   0.8999,   1.1740,   1.5746,   2.9700
195102,   0.5475,   0.9056,   1.2171,   1.5769,   5.0713,   0.5486,   0.8929,   1.1770,   1.6347,   3.5074,   0.5181,   0.8809,   1.2045,   1.6322,   4.3051,   0.5717,   0.8727,   1.2026,   1.6203,   4.6065,   0.4712,   0.8985,   1.1743,   1.5744,   2.9683
195103,   0.5544,   0.9041,   1.2168,   1.5764,   5.0535,   0.5516,   0.8922,   1.1746,   1.6342,   3.5692,   0.5189,   0.8805,   1.2042,   1.6317,   4.3006,   0.5720,   0.8731,   1.2027,   1.6221,   4.5804,   0.4721,   0.8989,   1.1740,   1.5715,   2.9559
195104,   0.5521,   0.9056,   1.2167,   1.5768,   4.8871,   0.5533,   0.8931,   1.1742,   1.6343,   3.5274,   0.5176,   0.8813,   1.2042,   1.6320,   4.2040,   0.5723,   0.8721,   1.2019,   1.6198,   4.5861,   0.4723,   0.8985,   1.1742,   1.5719,   2.9272
195105,   0.5558,   0.9061,   1.2175,   1.5794,   4.8722,   0.5524,   0.8935,   1.1740,   1.6349,   3.5362,   0.5203,   0.8822,   1.2040,   1.6326,   4.1811,   0.5738,   0.8734,   1.2025,   1.6188,   4.6527,   0.4698,   0.8980,   1.1726,   1.5708,   2.8956
195106,   0.5642,   0.9062,   1.2182,   1.5779,   4.6781,   0.5534,   0.8936,   1.1746,   1.6375,   3.5252,   0.5229,   0.8817,   1.2041,   1.6322,   4.0949,   0.5730,   0.8741,   1.2022,   1.6185,   4.6938,   0.4686,   0.8990,   1.1727,   1.5714,   2.8761
195107,   0.5620,   0.8163,   1.0623,   1.3740,   3.3458,   0.5117,   0.8116,   1.0527,   1.3859,   2.4582,   0.5686,   0.8257,   1.0509,   1.4030,   2.5249,   0.5655,   0.8261,   1.0724,   1.3682,   2.7810,   0.4540,   0.7868,   1.0289,   1.4125,   2.5076
195108,   0.5577,   0.8145,   1.0636,   1.3738,   3.4142,   0.5142,   0.8100,   1.0532,   1.3868,   2.5136,   0.5687,   0.8250,   1.0511,   1.3987,   2.5629,   0.5655,   0.8271,   1.0727,   1.3669,   2.8045,   0.4539,   0.7863,   1.0302,   1.4122,   2.5318
195109,   0.5534,   0.8143,   1.0639,   1.3738,   3.4131,   0.5146,   0.8102,   1.0526,   1.3860,   2.4758,   0.5686,   0.8248,   1.0510,   1.3990,   2.5552,   0.5645,   0.8265,   1.0727,   1.3655,   2.8045,   0.4554,   0.7862,   1.0302,   1.4140,   2.5136
195110,   0.5533,   0.8135,   1.0631,   1.3739,   3.3928,   0.5147,   0.8110,   1.0531,   1.3852,   2.4941,   0.5678,   0.8259,   1.0506,   1.3997,   2.5715,   0.5654,   0.8263,   1.0729,   1.3653,   2.8199,   0.4564,   0.7862,   1.0303,   1.4126,   2.5435
195111,   0.5495,   0.8114,   1.0624,   1.3742,   3.3409,   0.5147,   0.8096,   1.0535,   1.3847,   2.4391,   0.5675,   0.8262,   1.0508,   1.3990,   2.5476,   0.5650,   0.8262,   1.0741,   1.3667,   2.7837,   0.4580,   0.7864,   1.0308,   1.4127,   2.5284
195112,   0.5498,   0.8116,   1.0629,   1.3752,   3.3342,   0.5169,   0.8103,   1.0538,   1.3855,   2.4436,   0.5683,   0.8265,   1.0505,   1.3973,   2.5568,   0.5659,   0.8266,   1.0738,   1.3678,   2.7953,   0.4591,   0.7869,   1.0305,   1.4127,   2.5605
195201,   0.5527,   0.8117,   1.0641,   1.3745,   3.3321,   0.5134,   0.8105,   1.0543,   1.3849,   2.4426,   0.5681,   0.8259,   1.0499,   1.3976,   2.5511,   0.5667,   0.8264,   1.0742,   1.3681,   2.8069,   0.4571,   0.7872,   1.0315,   1.4116,   2.5497
195202,   0.5511,   0.8130,   1.0654,   1.3739,   3.3558,   0.5145,   0.8102,   1.0546,   1.3841,   2.4407,   0.5688,   0.8257,   1.0491,   1.3962,   2.5585,   0.5675,   0.8259,   1.0745,   1.3680,   2.8165,   0.4594,   0.7870,   1.0327,   1.4134,   2.5522
195203,   0.5565,   0.8136,   1.0645,   1.3740,   3.3452,   0.5165,   0.8100,   1.0548,   1.3848,   2.4652,   0.5682,   0.8270,   1.0490,   1.3961,   2.5551,   0.5688,   0.8255,   1.0751,   1.3684,   2.8236,   0.4584,   0.7870,   1.0320,   1.4118,   2.5958
195204,   0.5588,   0.8143,   1.0669,   1.3735,   3.3854,   0.5150,   0.8104,   1.0559,   1.3845,   2.4973,   0.5681,   0.8275,   1.0489,   1.3952,   2.5684,   0.5682,   0.8258,   1.0752,   1.3693,   2.8601,   0.4589,   0.7874,   1.0327,   1.4114,   2.6518
195205,   0.5637,   0.8149,   1.0665,   1.3733,   3.4020,   0.5120,   0.8110,   1.0564,   1.3850,   2.5043,   0.5684,   0.8272,   1.0493,   1.3951,   2.5804,   0.5680,   0.8251,   1.0746,   1.3686,   2.8920,   0.4601,   0.7879,   1.0318,   1.4124,   2.6385
195206,   0.5631,   0.8141,   1.0658,   1.3728,   3.3982,   0.5133,   0.8103,   1.0574,   1.3861,   2.5072,   0.5684,   0.8262,   1.0489,   1.3945,   2.5867,   0.5669,   0.8250,   1.0753,   1.3688,   2.9290,   0.4592,   0.7877,   1.0323,   1.4116,   2.6544
195207,   0.4933,   0.8176,   1.0809,   1.4038,   3.1254,   0.4944,   0.7881,   1.0491,   1.4235,   2.7195,   0.5467,   0.7889,   1.0634,   1.3656,   2.5810,   0.5332,   0.7916,   1.0445,   1.3837,   3.1241,   0.4364,   0.7775,   1.0199,   1.4027,   2.8290
195208,   0.4908,   0.8167,   1.0810,   1.4033,   3.1123,   0.4944,   0.7882,   1.0496,   1.4226,   2.7235,   0.5447,   0.7892,   1.0630,   1.3648,   2.5819,   0.5339,   0.7924,   1.0434,   1.3849,   3.1169,   0.4371,   0.7775,   1.0193,   1.4045,   2.8130
195209,   0.4909,   0.8181,   1.0805,   1.4037,   3.0677,   0.4932,   0.7886,   1.0479,   1.4221,   2.6910,   0.5448,   0.7890,   1.0634,   1.3648,   2.5765,   0.5332,   0.7922,   1.0437,   1.3850,   3.1148,   0.4378,   0.7777,   1.0182,   1.4057,   2.8116
195210,   0.4980,   0.8190,   1.0801,   1.4039,   2.9996,   0.4938,   0.7875,   1.0485,   1.4213,   2.6622,   0.5439,   0.7897,   1.0636,   1.3660,   2.5803,   0.5341,   0.7915,   1.0429,   1.3834,   3.1081,   0.4373,   0.7779,   1.0173,   1.4085,   2.8004
195211,   0.5050,   0.8187,   1.0803,   1.4045,   3.0159,   0.4929,   0.7861,   1.0480,   1.4187,   2.6881,   0.5415,   0.7898,   1.0634,   1.3657,   2.5844,   0.5338,   0.7922,   1.0433,   1.3838,   3.1173,   0.4378,   0.7781,   1.0162,   1.4066,   2.8022
195212,   0.5082,   0.8190,   1.0806,   1.4045,   3.0065,   0.4938,   0.7868,   1.0472,   1.4188,   2.7068,   0.5431,   0.7895,   1.0642,   1.3657,   2.6016,   0.5329,   0.7932,   1.0423,   1.3831,   3.1404,   0.4359,   0.7789,   1.0154,   1.4096,   2.8461
195301,   0.5042,   0.8198,   1.0802,   1.4031,   3.0293,   0.4937,   0.7865,   1.0470,   1.4175,   2.7418,   0.5403,   0.7896,   1.0641,   1.3662,   2.6050,   0.5319,   0.7929,   1.0436,   1.3815,   3.1546,   0.4368,   0.7790,   1.0171,   1.4073,   2.8391
195302,   0.5043,   0.8202,   1.0795,   1.4020,   3.0269,   0.4937,   0.7863,   1.0466,   1.4173,   2.7521,   0.5385,   0.7894,   1.0652,   1.3664,   2.6094,   0.5326,   0.7924,   1.0442,   1.3808,   3.1605,   0.4366,   0.7792,   1.0162,   1.4120,   2.8725
195303,   0.4843,   0.8209,   1.0800,   1.4015,   3.0135,   0.4946,   0.7869,   1.0470,   1.4171,   2.7317,   0.5379,   0.7899,   1.0659,   1.3649,   2.6059,   0.5313,   0.7928,   1.0444,   1.3816,   3.1561,   0.4375,   0.7790,   1.0156,   1.4113,   2.8593
195304,   0.4997,   0.8201,   1.0798,   1.4021,   3.0503,   0.4929,   0.7861,   1.0466,   1.4177,   2.7169,   0.5413,   0.7906,   1.0665,   1.3644,   2.6060,   0.5311,   0.7923,   1.0444,   1.3820,   3.1621,   0.4359,   0.7787,   1.0157,   1.4087,   2.8467
195305,   0.5029,   0.8185,   1.0805,   1.4032,   3.0388,   0.4925,   0.7862,   1.0462,   1.4205,   2.7089,   0.5423,   0.7906,   1.0661,   1.3646,   2.6009,   0.5307,   0.7921,   1.0441,   1.3808,   3.1469,   0.4367,   0.7791,   1.0150,   1.4104,   2.8463
195306,   0.5043,   0.8192,   1.0832,   1.4033,   3.0578,   0.4931,   0.7857,   1.0455,   1.4198,   2.7639,   0.5425,   0.7904,   1.0660,   1.3645,   2.6309,   0.5291,   0.7923,   1.0438,   1.3801,   3.1415,   0.4362,   0.7785,   1.0147,   1.4085,   2.8797
195307,   0.5362,   0.8085,   1.1144,   1.4844,   3.0508,   0.4951,   0.8220,   1.0763,   1.4924,   2.4379,   0.5403,   0.7980,   1.0697,   1.4303,   2.4905,   0.5303,   0.7750,   1.0918,   1.4928,   2.7213,   0.4308,   0.8119,   1.0925,   1.4800,   2.7312
195308,   0.5426,   0.8070,   1.1128,   1.4862,   3.0323,   0.4955,   0.8230,   1.0762,   1.4921,   2.4367,   0.5400,   0.7987,   1.0706,   1.4320,   2.5017,   0.5298,   0.7754,   1.0921,   1.4922,   2.7170,   0.4313,   0.8112,   1.0929,   1.4811,   2.7344
195309,   0.5432,   0.8093,   1.1136,   1.4861,   2.9951,   0.4925,   0.8230,   1.0766,   1.4928,   2.4157,   0.5412,   0.7977,   1.0701,   1.4321,   2.4912,   0.5298,   0.7745,   1.0913,   1.4911,   2.6950,   0.4311,   0.8128,   1.0920,   1.4805,   2.7090
195310,   0.5500,   0.8116,   1.1142,   1.4846,   3.0093,   0.4948,   0.8223,   1.0774,   1.4925,   2.4033,   0.5411,   0.7983,   1.0704,   1.4323,   2.4837,   0.5303,   0.7750,   1.0914,   1.4937,   2.6954,   0.4309,   0.8126,   1.0909,   1.4806,   2.6982
195311,   0.5483,   0.8114,   1.1150,   1.4847,   2.9891,   0.4950,   0.8225,   1.0775,   1.4917,   2.4262,   0.5415,   0.7983,   1.0665,   1.4309,   2.4961,   0.5301,   0.7743,   1.0915,   1.4935,   2.7018,   0.4305,   0.8118,   1.0911,   1.4821,   2.6997
195312,   0.5507,   0.8100,   1.1171,   1.4830,   2.9700,   0.4941,   0.8229,   1.0774,   1.4913,   2.4269,   0.5415,   0.7983,   1.0663,   1.4314,   2.4935,   0.5304,   0.7738,   1.0912,   1.4977,   2.6803,   0.4296,   0.8119,   1.0903,   1.4828,   2.6728
195401,   0.5478,   0.8135,   1.1173,   1.4819,   2.9239,   0.4927,   0.8224,   1.0776,   1.4913,   2.4143,   0.5409,   0.7976,   1.0655,   1.4328,   2.4977,   0.5304,   0.7739,   1.0907,   1.4984,   2.6565,   0.4293,   0.8118,   1.0904,   1.4857,   2.6706
195402,   0.5474,   0.8121,   1.1155,   1.4826,   2.9147,   0.4944,   0.8228,   1.0773,   1.4905,   2.4144,   0.5397,   0.7971,   1.0655,   1.4329,   2.5058,   0.5302,   0.7745,   1.0915,   1.4999,   2.6622,   0.4293,   0.8107,   1.0909,   1.4852,   2.6833
195403,   0.5464,   0.8124,   1.1159,   1.4823,   2.9483,   0.4949,   0.8227,   1.0778,   1.4930,   2.4080,   0.5400,   0.7975,   1.0638,   1.4336,   2.5128,   0.5297,   0.7747,   1.0912,   1.5006,   2.6701,   0.4297,   0.8114,   1.0914,   1.4836,   2.7146
195404,   0.5428,   0.8119,   1.1163,   1.4795,   3.0251,   0.4940,   0.8223,   1.0785,   1.4944,   2.4003,   0.5389,   0.7979,   1.0647,   1.4353,   2.4919,   0.5291,   0.7741,   1.0908,   1.4996,   2.6680,   0.4281,   0.8108,   1.0916,   1.4838,   2.7011
195405,   0.5424,   0.8129,   1.1137,   1.4805,   3.1897,   0.4947,   0.8226,   1.0785,   1.4943,   2.3935,   0.5393,   0.7953,   1.0625,   1.4371,   2.5025,   0.5288,   0.7747,   1.0924,   1.5070,   2.6818,   0.4274,   0.8098,   1.0923,   1.4877,   2.6780
195406,   0.5385,   0.8113,   1.1155,   1.4773,   3.1475,   0.4951,   0.8220,   1.0794,   1.4950,   2.3919,   0.5396,   0.7958,   1.0623,   1.4379,   2.4896,   0.5283,   0.7744,   1.0926,   1.5043,   2.6750,   0.4267,   0.8095,   1.0917,   1.4868,   2.6679
195407,   0.5277,   0.9339,   1.2502,   1.7823,   4.1296,   0.5395,   0.9047,   1.2351,   1.7930,   3.3305,   0.5798,   0.9081,   1.2381,   1.7280,   3.1301,   0.5762,   0.8780,   1.2057,   1.7333,   3.0302,   0.4549,   0.8873,   1.2519,   1.7728,   3.7077
195408,   0.5274,   0.9351,   1.2505,   1.7796,   4.0085,   0.5397,   0.9053,   1.2352,   1.7953,   3.3128,   0.5787,   0.9081,   1.2396,   1.7253,   3.1322,   0.5763,   0.8784,   1.2070,   1.7343,   3.0350,   0.4577,   0.8875,   1.2517,   1.7769,   3.6746
195409,   0.5241,   0.9348,   1.2507,   1.7780,   4.0336,   0.5384,   0.9051,   1.2350,   1.7941,   3.2937,   0.5790,   0.9074,   1.2389,   1.7264,   3.1455,   0.5755,   0.8778,   1.2067,   1.7360,   3.0293,   0.4581,   0.8881,   1.2517,   1.7725,   3.6663
195410,   0.5198,   0.9338,   1.2489,   1.7759,   3.9634,   0.5367,   0.9055,   1.2345,   1.7928,   3.2693,   0.5786,   0.9082,   1.2382,   1.7307,   3.1740,   0.5738,   0.8775,   1.2108,   1.7376,   3.0245,   0.4577,   0.8874,   1.2525,   1.7747,   3.6471
195411,   0.5219,   0.9329,   1.2483,   1.7779,   3.8682,   0.5371,   0.9058,   1.2333,   1.7940,   3.2926,   0.5772,   0.9081,   1.2374,   1.7297,   3.2064,   0.5753,   0.8785,   1.2125,   1.7370,   3.0552,   0.4580,   0.8877,   1.2538,   1.7765,   3.6604
195412,   0.5190,   0.9349,   1.2491,   1.7800,   3.8987,   0.5405,   0.9069,   1.2327,   1.7959,   3.2883,   0.5741,   0.9094,   1.2371,   1.7301,   3.2150,   0.5756,   0.8790,   1.2124,   1.7377,   3.0690,   0.4552,   0.8872,   1.2525,   1.7825,   3.7079
195501,   0.5161,   0.9353,   1.2516,   1.7786,   4.0031,   0.5456,   0.9061,   1.2333,   1.7958,   3.3538,   0.5765,   0.9112,   1.2385,   1.7287,   3.2362,   0.5758,   0.8796,   1.2124,   1.7388,   3.0914,   0.4551,   0.8876,   1.2508,   1.7801,   3.7711
195502,   0.5194,   0.9371,   1.2490,   1.7789,   4.1347,   0.5415,   0.9041,   1.2320,   1.7933,   3.3736,   0.5758,   0.9112,   1.2370,   1.7311,   3.2649,   0.5767,   0.8792,   1.2167,   1.7364,   3.0723,   0.4558,   0.8877,   1.2515,   1.7857,   3.7795
195503,   0.5165,   0.9441,   1.2501,   1.7812,   4.2199,   0.5417,   0.9042,   1.2320,   1.7912,   3.3822,   0.5756,   0.9116,   1.2384,   1.7300,   3.3139,   0.5777,   0.8788,   1.2181,   1.7367,   3.0895,   0.4545,   0.8878,   1.2520,   1.7855,   3.8072
195504,   0.5183,   0.9434,   1.2475,   1.7837,   4.1545,   0.5314,   0.9093,   1.2323,   1.7888,   3.3714,   0.5758,   0.9118,   1.2386,   1.7424,   3.2593,   0.5772,   0.8786,   1.2198,   1.7345,   3.1097,   0.4549,   0.8878,   1.2489,   1.7887,   3.8033
195505,   0.5199,   0.9418,   1.2506,   1.7828,   4.1736,   0.5295,   0.9098,   1.2345,   1.7910,   3.4051,   0.5762,   0.9115,   1.2397,   1.7414,   3.3242,   0.5748,   0.8779,   1.2145,   1.7349,   3.1293,   0.4528,   0.8874,   1.2480,   1.7910,   3.8438
195506,   0.5191,   0.9380,   1.2517,   1.7786,   4.1780,   0.5296,   0.9111,   1.2353,   1.7897,   3.3985,   0.5752,   0.9113,   1.2411,   1.7417,   3.3299,   0.5751,   0.8781,   1.2147,   1.7372,   3.1224,   0.4516,   0.8874,   1.2478,   1.7900,   3.8293
195507,   0.4394,   0.6734,   0.9210,   1.2487,   2.0847,   0.3802,   0.6626,   0.9036,   1.1977,   2.6449,   0.4250,   0.6536,   0.8659,   1.2032,   2.2954,   0.4408,   0.6603,   0.8585,   1.1953,   1.9304,   0.3480,   0.6532,   0.8875,   1.1503,   2.2948
195508,   0.4125,   0.6737,   0.9196,   1.2522,   2.0874,   0.3832,   0.6638,   0.9041,   1.1981,   2.6813,   0.4231,   0.6537,   0.8666,   1.2034,   2.2842,   0.4407,   0.6602,   0.8597,   1.1976,   1.9267,   0.3486,   0.6534,   0.8878,   1.1509,   2.3144
195509,   0.4185,   0.6738,   0.9231,   1.2519,   2.0975,   0.3811,   0.6628,   0.9033,   1.1986,   2.6973,   0.4211,   0.6536,   0.8707,   1.2046,   2.2660,   0.4400,   0.6605,   0.8593,   1.1976,   1.9318,   0.3491,   0.6534,   0.8878,   1.1500,   2.2825
195510,   0.4054,   0.6745,   0.9244,   1.2550,   2.0925,   0.3851,   0.6625,   0.9025,   1.1999,   2.7051,   0.4202,   0.6532,   0.8714,   1.2021,   2.2809,   0.4397,   0.6601,   0.8587,   1.1964,   1.9224,   0.3494,   0.6529,   0.8870,   1.1490,   2.2840
195511,   0.4082,   0.6747,   0.9228,   1.2550,   2.0980,   0.3842,   0.6636,   0.9030,   1.1991,   2.6762,   0.4200,   0.6528,   0.8710,   1.2000,   2.2679,   0.4395,   0.6600,   0.8594,   1.1976,   1.9145,   0.3495,   0.6528,   0.8873,   1.1497,   2.2969
195512,   0.4108,   0.6741,   0.9259,   1.2567,   2.1099,   0.3811,   0.6630,   0.9024,   1.1986,   2.7039,   0.4174,   0.6531,   0.8704,   1.2011,   2.2668,   0.4353,   0.6601,   0.8602,   1.2000,   1.9186,   0.3495,   0.6528,   0.8873,   1.1498,   2.2676
195601,   0.4063,   0.6748,   0.9257,   1.2587,   2.1120,   0.3807,   0.6634,   0.9033,   1.1958,   2.7745,   0.4158,   0.6529,   0.8699,   1.1995,   2.2804,   0.4361,   0.6599,   0.8593,   1.1989,   1.9222,   0.3494,   0.6522,   0.8869,   1.1490,   2.2699
195602,   0.4055,   0.6748,   0.9261,   1.2593,   2.1058,   0.3801,   0.6621,   0.9046,   1.1966,   2.7327,   0.4172,   0.6522,   0.8702,   1.1999,   2.2645,   0.4358,   0.6600,   0.8601,   1.1994,   1.9228,   0.3498,   0.6527,   0.8872,   1.1507,   2.2461
195603,   0.4156,   0.6739,   0.9263,   1.2610,   2.1116,   0.3795,   0.6629,   0.9056,   1.1958,   2.6619,   0.4171,   0.6531,   0.8695,   1.1994,   2.2598,   0.4363,   0.6599,   0.8602,   1.1993,   1.9233,   0.3502,   0.6523,   0.8873,   1.1509,   2.2449
195604,   0.4215,   0.6741,   0.9256,   1.2644,   2.1087,   0.3800,   0.6629,   0.9055,   1.1960,   2.6542,   0.4150,   0.6534,   0.8698,   1.1997,   2.2589,   0.4364,   0.6596,   0.8601,   1.2014,   1.9271,   0.3499,   0.6522,   0.8883,   1.1487,   2.2469
195605,   0.4032,   0.6733,   0.9353,   1.2655,   2.1249,   0.3802,   0.6623,   0.9060,   1.1947,   2.6717,   0.4164,   0.6532,   0.8697,   1.1983,   2.2663,   0.4349,   0.6598,   0.8596,   1.2036,   1.9422,   0.3508,   0.6516,   0.8875,   1.1480,   2.2355
195606,   0.4141,   0.6712,   0.9360,   1.2647,   2.1264,   0.3852,   0.6623,   0.9061,   1.1953,   2.6381,   0.4142,   0.6537,   0.8701,   1.1958,   2.2364,   0.4341,   0.6598,   0.8598,   1.2031,   1.9452,   0.3507,   0.6520,   0.8863,   1.1497,   2.2219
195607,   0.3816,   0.6359,   0.8557,   1.1771,   2.1597,   0.3687,   0.6249,   0.8448,   1.1474,   1.9984,   0.3972,   0.6228,   0.8126,   1.1189,   1.9428,   0.3835,   0.6202,   0.8104,   1.1277,   1.9665,   0.3349,   0.6127,   0.8264,   1.1294,   2.4480
195608,   0.3831,   0.6371,   0.8550,   1.1758,   2.1456,   0.3697,   0.6264,   0.8440,   1.1472,   2.0070,   0.3972,   0.6224,   0.8143,   1.1184,   1.9366,   0.3850,   0.6203,   0.8101,   1.1292,   1.9695,   0.3354,   0.6125,   0.8242,   1.1306,   2.4426
195609,   0.3820,   0.6381,   0.8555,   1.1772,   2.1148,   0.3684,   0.6259,   0.8439,   1.1464,   1.9980,   0.3969,   0.6224,   0.8160,   1.1180,   1.9274,   0.3848,   0.6203,   0.8099,   1.1283,   1.9601,   0.3351,   0.6128,   0.8240,   1.1300,   2.4415
195610,   0.3869,   0.6377,   0.8557,   1.1764,   2.1196,   0.3677,   0.6233,   0.8440,   1.1479,   2.0170,   0.3963,   0.6225,   0.8167,   1.1176,   1.9365,   0.3852,   0.6207,   0.8116,   1.1290,   1.9618,   0.3355,   0.6132,   0.8232,   1.1298,   2.4524
195611,   0.3861,   0.6381,   0.8571,   1.1767,   2.1316,   0.3683,   0.6240,   0.8436,   1.1484,   2.0044,   0.3948,   0.6219,   0.8166,   1.1172,   1.9279,   0.3876,   0.6211,   0.8117,   1.1286,   1.9601,   0.3354,   0.6135,   0.8227,   1.1303,   2.4409
195612,   0.3848,   0.6406,   0.8580,   1.1765,   2.1023,   0.3665,   0.6246,   0.8434,   1.1514,   2.0123,   0.3956,   0.6216,   0.8172,   1.1171,   1.9286,   0.3865,   0.6213,   0.8109,   1.1283,   1.9482,   0.3377,   0.6139,   0.8223,   1.1281,   2.4249
195701,   0.3689,   0.6409,   0.8568,   1.1767,   2.1326,   0.3669,   0.6267,   0.8417,   1.1491,   2.0247,   0.3937,   0.6217,   0.8182,   1.1180,   1.9293,   0.3891,   0.6211,   0.8110,   1.1287,   1.9451,   0.3375,   0.6137,   0.8210,   1.1271,   2.4173
195702,   0.3795,   0.6401,   0.8567,   1.1777,   2.1110,   0.3679,   0.6263,   0.8409,   1.1491,   2.0329,   0.3954,   0.6210,   0.8169,   1.1179,   1.9215,   0.3914,   0.6212,   0.8113,   1.1287,   1.9460,   0.3391,   0.6137,   0.8233,   1.1277,   2.4214
195703,   0.3741,   0.6399,   0.8562,   1.1771,   2.1150,   0.3671,   0.6259,   0.8404,   1.1493,   2.0271,   0.3966,   0.6205,   0.8170,   1.1182,   1.9171,   0.3913,   0.6215,   0.8112,   1.1289,   1.9492,   0.3390,   0.6143,   0.8250,   1.1296,   2.4129
195704,   0.3765,   0.6423,   0.8528,   1.1774,   2.1411,   0.3680,   0.6267,   0.8401,   1.1491,   2.0477,   0.3969,   0.6208,   0.8174,   1.1183,   1.9269,   0.3908,   0.6216,   0.8104,   1.1289,   1.9544,   0.3395,   0.6133,   0.8254,   1.1293,   2.4143
195705,   0.3796,   0.6432,   0.8514,   1.1770,   2.1898,   0.3641,   0.6266,   0.8396,   1.1506,   2.0615,   0.3941,   0.6208,   0.8168,   1.1184,   1.9132,   0.3897,   0.6215,   0.8097,   1.1292,   1.9601,   0.3378,   0.6128,   0.8243,   1.1279,   2.4112
195706,   0.3823,   0.6433,   0.8513,   1.1758,   2.1777,   0.3649,   0.6259,   0.8400,   1.1492,   2.0604,   0.3911,   0.6233,   0.8167,   1.1196,   1.9178,   0.3874,   0.6215,   0.8098,   1.1290,   1.9639,   0.3394,   0.6125,   0.8249,   1.1266,   2.4321
195707,   0.4008,   0.6580,   0.9415,   1.2529,   2.4234,   0.4393,   0.6624,   0.8821,   1.2109,   2.3702,   0.4174,   0.6417,   0.8738,   1.2346,   2.1856,   0.3956,   0.6495,   0.8422,   1.2593,   2.2101,   0.3378,   0.6044,   0.8862,   1.1687,   2.6156
195708,   0.4137,   0.6613,   0.9419,   1.2513,   2.3910,   0.4396,   0.6636,   0.8815,   1.2103,   2.3708,   0.4191,   0.6415,   0.8741,   1.2334,   2.1858,   0.3965,   0.6497,   0.8424,   1.2581,   2.2139,   0.3377,   0.6046,   0.8860,   1.1683,   2.6175
195709,   0.4166,   0.6606,   0.9416,   1.2501,   2.3607,   0.4385,   0.6636,   0.8819,   1.2116,   2.3526,   0.4212,   0.6419,   0.8734,   1.2342,   2.1796,   0.3976,   0.6504,   0.8428,   1.2589,   2.2058,   0.3384,   0.6050,   0.8862,   1.1661,   2.5997
195710,   0.4231,   0.6598,   0.9406,   1.2509,   2.3209,   0.4384,   0.6637,   0.8825,   1.2117,   2.3219,   0.4228,   0.6415,   0.8765,   1.2344,   2.1662,   0.3982,   0.6511,   0.8433,   1.2591,   2.1950,   0.3379,   0.6052,   0.8856,   1.1666,   2.5676
